model_type,sequence_window,hidden_dim,learning_rate,dropout,num_layers,batch_size,weight_decay,random_seed,epochs_ran,best_epoch,final_train_loss,best_val_loss,is_default_config,validation_delta_n,validation_delta_MAE,validation_delta_RMSE,validation_delta_R2,validation_reconstructed_level_n,validation_reconstructed_level_MAE,validation_reconstructed_level_RMSE,validation_reconstructed_level_R2,asean_validation_delta_n,asean_validation_delta_MAE,asean_validation_delta_RMSE,asean_validation_delta_R2,asean_validation_reconstructed_level_n,asean_validation_reconstructed_level_MAE,asean_validation_reconstructed_level_RMSE,asean_validation_reconstructed_level_R2,test_delta_n,test_delta_MAE,test_delta_RMSE,test_delta_R2,test_reconstructed_level_n,test_reconstructed_level_MAE,test_reconstructed_level_RMSE,test_reconstructed_level_R2,asean_test_delta_n,asean_test_delta_MAE,asean_test_delta_RMSE,asean_test_delta_R2,asean_test_reconstructed_level_n,asean_test_reconstructed_level_MAE,asean_test_reconstructed_level_RMSE,asean_test_reconstructed_level_R2
GRU,5,16,0.003,0.15,1,256,0.001,104,10,4,0.11419943855567412,0.17514842748641968,False,789,0.31101595127763854,0.41850736579110065,0.19205282967363557,789,0.31101595127763854,0.41850736579110065,0.515321766026675,30,0.22168307501400503,0.34196961243721397,0.3115375390085129,30,0.2216830750140051,0.341969612437214,0.021184029831569084,526,0.3410689472281675,0.44590194799700644,0.3747774078139494,526,0.3410689472281675,0.44590194799700644,0.4182624160212719,20,0.1658409688236192,0.18755540335900953,-0.13560053473161804,20,0.1658409688236192,0.18755540335900953,-0.12859169279824467
GRU,7,16,0.003,0.05,2,256,0.0001,149,12,6,0.11008387804031372,0.16933083534240723,False,787,0.30836086287587083,0.41149828961514445,0.22062769272442972,787,0.30836086287587083,0.41149828961514445,0.5325892246908313,30,0.2222059789021809,0.3151675081113939,0.41522592787313495,30,0.2222059789021809,0.3151675081113939,0.16860216326990274,526,0.39466976140042903,0.48850533106177096,0.24959703995535032,526,0.39466976140042903,0.48850533106177096,0.3017884983002056,20,0.22434434869587427,0.2460473325885202,-0.9543563303713125,20,0.22434434869587427,0.2460473325885202,-0.9422941886391429
GRU,7,16,0.001,0.05,2,256,0.0001,141,15,9,0.1254120275378227,0.15582090616226196,False,787,0.2926024377546362,0.39474158125345266,0.28280929149193557,787,0.2926024377546362,0.39474158125345266,0.5698812211071307,30,0.22251121784448621,0.31619983881420927,0.4113888006937817,30,0.22251121784448621,0.31619983881420927,0.16314675854484428,526,0.38512084015965914,0.48833251275000134,0.2501278854771618,526,0.38512084015965914,0.48833251275000134,0.3022824228563301,20,0.23445723855197437,0.2553203864893561,-1.1044441953805975,20,0.23445723855197437,0.2553203864893561,-1.0914557225224777
GRU,7,24,0.001,0.15,1,256,0.001,160,20,14,0.11126008369028569,0.16416563093662262,False,787,0.30004435655569334,0.40517358071000426,0.24440140707987523,787,0.30004435655569334,0.40517358071000426,0.5468469679479682,30,0.22319505702058473,0.3178792317991425,0.4051197614894261,30,0.22319505702058473,0.3178792317991425,0.1542338024455413,526,0.36475716282682275,0.46686689409119764,0.3146031863252854,526,0.36475716282682275,0.46686689409119764,0.362273386411479,20,0.20390002169609067,0.22274118971520956,-0.6016495553536025,20,0.20390002169609067,0.22274118971520956,-0.5917642935711358
LSTM,5,48,0.003,0.15,1,256,0.001,280,10,4,0.09404348819093271,0.17270752787590027,False,789,0.304903486040533,0.41558093842616517,0.20331252224299834,789,0.304903486040533,0.41558093842616517,0.5220763263618475,30,0.2245683735350768,0.3246114892710499,0.3796553989061302,30,0.2245683735350768,0.3246114892710499,0.11803004962103159,526,0.3715562511846254,0.45514019530313493,0.3486021714771794,526,0.3715562511846254,0.45514019530313493,0.39390769989787633,20,0.24476706997752196,0.2677602657798503,-1.3145080112680603,20,0.24476706997752196,0.2677602657798503,-1.3002230401815167
GRU,3,48,0.001,0.15,1,256,0.001,80,17,11,0.11291187691191833,0.17434941232204437,False,789,0.30777628604253743,0.4175516968974099,0.1957385396768967,789,0.30777628604253743,0.4175516968974099,0.5175327811535636,30,0.2245692448000113,0.33087053446521875,0.3555022306969543,30,0.2245692448000113,0.33087053446521875,0.08369047685876574,526,0.35459756740463094,0.4503546305282161,0.3622283820309521,526,0.35459756740463094,0.4503546305282161,0.40658619057528667,20,0.18089675889015194,0.2131992918622506,-0.46736428118704465,20,0.18089675889015194,0.2131992918622506,-0.45830781811664933
LSTM,3,48,0.003,0.05,2,256,0.0001,229,12,6,0.09579418071856101,0.1573331505060196,False,789,0.29196037024926247,0.3966524501361493,0.27423330511846855,789,0.29196037024926247,0.3966524501361493,0.5646208899899414,30,0.22477267430921394,0.32797013158621596,0.36675200883740067,30,0.22477267430921394,0.32797013158621596,0.09968475850610858,526,0.3748602256773769,0.4771238443735963,0.28415636860028504,526,0.3748602256773769,0.4771238443735963,0.33394418269340254,20,0.19334311284720893,0.22592317256382966,-0.6477373403802447,20,0.19334311284720893,0.22592317256382966,-0.637567628220703
LSTM,5,16,0.001,0.05,2,256,0.001,238,14,8,0.12591250985860825,0.17992226779460907,False,789,0.31555039144232777,0.4241724392936299,0.17003143161099477,789,0.31555039144232777,0.4241724392936299,0.5021113820874468,30,0.22481703880528606,0.3525225963693726,0.2683908089688112,30,0.22481703880528606,0.3525225963693726,-0.04015948679617076,526,0.34521964899900975,0.4495010616229971,0.36464366143133353,526,0.34521964899900975,0.4495010616229971,0.4088334842920712,20,0.18998730155527593,0.2213115165269391,-0.5811550367661908,20,0.18998730155527593,0.2213115165269391,-0.5713962656262401
LSTM,3,48,0.001,0.15,1,256,0.0001,223,17,11,0.10854357356826465,0.16256140172481537,False,789,0.2981805097138927,0.4031890267482576,0.2501158749783102,789,0.2981805097138927,0.4031890267482576,0.5501531204653757,30,0.2248339285294215,0.35121426284005036,0.27381124224075337,30,0.2248339285294215,0.35121426284005036,-0.03245302936032379,526,0.39087181417309735,0.4810427790615554,0.2723486773728545,526,0.3908718141730974,0.4810427790615554,0.3229577310634394,20,0.19589407748579976,0.2223551970295993,-0.5961033036990249,20,0.19589407748579976,0.2223551970295993,-0.5862522729687467
GRU,7,24,0.001,0.05,2,256,0.001,158,18,12,0.10824323892593384,0.1615445762872696,False,787,0.29758708978922427,0.401926074564839,0.2564652603094817,787,0.29758708978922427,0.401926074564839,0.5540819889239863,30,0.22497976083358132,0.3291567908263695,0.36216129186453083,30,0.22497976083358132,0.3291567908263695,0.09315794354934681,526,0.3644888517156866,0.4603227916769622,0.3336830207948712,526,0.3644888517156867,0.46032279167696216,0.38002619468451726,20,0.1827847110927105,0.20612311637643876,-0.37157584271459543,20,0.1827847110927105,0.20612311637643876,-0.36311057875318675
LSTM,5,16,0.003,0.05,2,256,0.001,246,10,4,0.10912142456932501,0.1694726198911667,False,789,0.3048416662957656,0.4116705203470839,0.2182348813107854,789,0.3048416662957656,0.4116705203470839,0.5310280782898471,30,0.22520797218978403,0.3395740565543529,0.3211493501048802,30,0.22520797218978403,0.3395740565543529,0.03484954499969806,526,0.3542912396278105,0.4504345650216202,0.3620019627959359,526,0.3542912396278105,0.4504345650216202,0.4063755190794214,20,0.1549007819712162,0.1828339148653867,-0.07914535211483376,20,0.1549007819712162,0.1828339148653867,-0.07248494736441247
LSTM,7,16,0.003,0.05,1,256,0.0001,291,13,7,0.08581971898674964,0.16830970346927643,False,787,0.3012338233743114,0.4102556583607257,0.22532763986428095,787,0.30123382337431137,0.4102556583607257,0.5354079108515306,30,0.22560581712673106,0.32647168334443516,0.3725252276674478,30,0.22560581712673106,0.32647168334443516,0.10789278597355978,526,0.36310061343076566,0.45266447793161463,0.35566940434205674,526,0.36310061343076566,0.45266447793161463,0.40048339793504106,20,0.2388373671241105,0.2631638276188373,-1.2357272300248403,20,0.2388373671241105,0.2631638276188373,-1.2219284880534076
LSTM,5,48,0.001,0.05,1,256,0.0001,267,10,4,0.1102138612080704,0.15969304740428925,False,789,0.29347053424252906,0.3996161065453931,0.2633474093648577,789,0.29347053424252906,0.3996161065453931,0.5580905660741506,30,0.22561010852456093,0.33229272518282166,0.3499497950990976,30,0.22561010852456093,0.33229272518282166,0.07579634617706255,526,0.36631978262105375,0.4727331539388658,0.29727072459365056,526,0.36631978262105375,0.4727331539388658,0.3461464189311283,20,0.19096262699365615,0.22232233443520838,-0.5956315520139408,20,0.19096262699365615,0.22232233443520838,-0.5857834328999321
LSTM,3,16,0.001,0.05,2,256,0.0001,189,30,28,0.11193483136594296,0.1668339967727661,False,789,0.3041263581574039,0.408453158022208,0.23040671683035474,789,0.3041263581574039,0.408453158022208,0.5383298227113984,30,0.2256296858966351,0.3251503045839116,0.37759429762426844,30,0.2256296858966351,0.3251503045839116,0.11509969544033227,526,0.34405308330376344,0.4374313348021313,0.398305968897415,526,0.34405308330376344,0.4374313348021313,0.4401545364440703,20,0.17482266695499418,0.22246355562007605,-0.5976593154144774,20,0.17482266695499418,0.22246355562007605,-0.5877986810957658
LSTM,7,48,0.003,0.05,2,256,0.0001,325,9,3,0.09136320166289806,0.15720658004283905,False,787,0.2949722296712208,0.3964928446865349,0.2764315699162492,787,0.2949722296712208,0.3964928446865349,0.5660563279738113,30,0.22577861034472782,0.3261565795800781,0.3737358946588236,30,0.22577861034472782,0.3261565795800781,0.10961404203740943,526,0.39501464903581274,0.48878888996748404,0.24872562592959235,526,0.39501464903581274,0.48878888996748404,0.3009776922027848,20,0.24148153924345978,0.2631519003447465,-1.2355245765871206,20,0.24148153924345978,0.2631519003447465,-1.2217270853776139
LSTM,5,24,0.001,0.05,1,256,0.0001,251,13,7,0.1145288913764737,0.17507031559944153,False,789,0.3107417439683535,0.4184140478850299,0.19241309827819442,789,0.3107417439683535,0.41841404788502995,0.5155378870274367,30,0.2260048466702302,0.33868047150368064,0.3247174239090218,30,0.2260048466702302,0.33868047150368064,0.03992242525115541,526,0.3711753366297189,0.4783922891465787,0.28034513550629836,526,0.3711753366297189,0.4783922891465787,0.3303980255970579,20,0.18306731642335652,0.2182822340778622,-0.5381660008231255,20,0.18306731642335652,0.2182822340778622,-0.5286725548116666
GRU,5,48,0.001,0.15,2,256,0.0001,129,14,8,0.11910852620547469,0.16189782321453094,False,789,0.29682175450315945,0.4023652822589479,0.25317688040492226,789,0.29682175450315945,0.4023652822589479,0.5519893824870049,30,0.22616650235056873,0.35086951937441496,0.27523616137040374,30,0.22616650235056873,0.35086951937441496,-0.030427162041005262,526,0.3758210506971798,0.467665123128745,0.3122574584399159,526,0.3758210506971798,0.467665123128745,0.3600908068154105,20,0.21559568734169013,0.23550401957664177,-0.7904536203916992,20,0.21559568734169013,0.23550401957664177,-0.7794030739798596
LSTM,3,16,0.001,0.15,2,256,0.0001,193,30,25,0.12551300041377544,0.17943160235881805,False,789,0.3190972016013224,0.42359368257106306,0.1722947667093676,789,0.3190972016013224,0.42359368257106306,0.5034691308347146,30,0.2263991065005461,0.33714329321879105,0.3308333599159784,30,0.2263991065005461,0.33714329321879105,0.048617708110174296,526,0.3699149108866775,0.46927396634551233,0.3075174293666555,526,0.3699149108866775,0.46927396634551233,0.3556804526543008,20,0.20613522322624922,0.2546355349414546,-1.093169741661205,20,0.20613522322624922,0.2546355349414546,-1.0802508538918443
LSTM,3,48,0.001,0.05,2,256,0.001,222,18,12,0.10451669121781985,0.15641795098781586,False,789,0.2853802039951313,0.39549710765097923,0.2784550761942758,789,0.2853802039951313,0.39549710765097923,0.5671534820014159,30,0.226509407115976,0.3493705211151444,0.2814156608739917,30,0.226509407115976,0.3493705211151444,-0.021641508291563305,526,0.3805817320295273,0.4747447754694427,0.29127735167729496,526,0.3805817320295273,0.47474477546944266,0.34056989254865444,20,0.2180667089387775,0.235441919851824,-0.7895095004739534,20,0.2180667089387775,0.235441919851824,-0.7784647810999386
GRU,7,48,0.001,0.15,1,256,0.0001,175,13,7,0.11020705737173557,0.16205309331417084,False,787,0.29624557091721737,0.40255818560365286,0.25412470004559795,787,0.29624557091721737,0.40255818560365286,0.5526782912593566,30,0.2266128969311714,0.3299767759181764,0.3589794058481096,30,0.2266128969311714,0.3299767759181764,0.08863412268096793,526,0.35675876682214863,0.45379860911404535,0.3524366750514738,526,0.35675876682214863,0.45379860911404535,0.39747550898370665,20,0.20588774793744086,0.224301076004754,-0.6241612378022727,20,0.20588774793744086,0.224301076004754,-0.6141370355921545
GRU,7,48,0.001,0.15,1,256,0.001,176,12,6,0.10976272821426392,0.16320036351680756,False,787,0.29304379614267445,0.403980658274963,0.24884416266490395,787,0.29304379614267445,0.403980658274963,0.5495114093364062,30,0.22669076800147694,0.34089675325616764,0.31585058090530294,30,0.22669076800147694,0.34089675325616764,0.027316062480820413,526,0.3647299163983462,0.4643461772062522,0.32198442175021413,526,0.3647299163983462,0.4643461772062522,0.3691412477404542,20,0.20952005038261418,0.23740105962186417,-0.8194148438585718,20,0.20952005038261418,0.23740105962186417,-0.8081855509322069
GRU,5,48,0.001,0.05,2,256,0.0001,125,11,5,0.11551361463286659,0.1659400463104248,False,789,0.30312505970413695,0.4073573617367493,0.2345305005266477,789,0.30312505970413695,0.4073573617367493,0.5408036332185877,30,0.22680149159034094,0.3533065146401333,0.2651333752652725,30,0.22680149159034094,0.3533065146401333,-0.04479071698146897,526,0.3649493577553973,0.45584094812118475,0.34659478883785655,526,0.3649493577553973,0.45584094812118475,0.39203993321555364,20,0.1788573620915413,0.21160242217514108,-0.4454653880252828,20,0.1788573620915413,0.21160242217514108,-0.4365440832926941
LSTM,3,24,0.001,0.15,1,256,0.0001,207,20,14,0.11444041350235541,0.17467491328716278,False,789,0.30430640659722086,0.4179412804195146,0.1942370576582214,789,0.30430640659722086,0.4179412804195146,0.5166320593243625,30,0.2269144374231497,0.33425621550466733,0.3422449122439416,30,0.2269144374231497,0.33425621550466733,0.06484199090830522,526,0.3388806820030221,0.4449543825404069,0.37743184720847645,526,0.3388806820030221,0.4449543825404069,0.4207322358574218,20,0.13726734524071216,0.164453845156681,0.12691909052869044,20,0.13726734524071216,0.164453845156681,0.1323076808845205
GRU,7,48,0.003,0.05,1,256,0.001,180,8,2,0.09832791350781918,0.1629953384399414,False,787,0.3001301636740736,0.4037268197445382,0.2497878335369509,787,0.3001301636740736,0.4037268197445382,0.5500773544307116,30,0.2271247119322419,0.3462165624660952,0.2943312058654577,30,0.2271247119322419,0.3462165624660952,-0.003278936012939049,526,0.34220390874294726,0.4347563568769497,0.40564242088082514,526,0.34220390874294726,0.4347563568769497,0.4469807290755339,20,0.2092387994498015,0.23705819072173626,-0.8141632220871029,20,0.2092387994498015,0.23705819072173626,-0.8029663417792285
LSTM,7,24,0.003,0.05,1,256,0.001,308,10,4,0.09026915691792965,0.17236676812171936,False,787,0.30496886702079745,0.4151707739833112,0.2066543425473888,787,0.30496886702079745,0.41517077398331126,0.5242090264480319,30,0.2271307094156742,0.3361645167233026,0.3347130980739146,30,0.2271307094156742,0.3361645167233026,0.05413369465153317,526,0.38374345966087153,0.47960090932483146,0.27670424021045004,526,0.3837434596608715,0.47960090932483146,0.3270103590933241,20,0.1581855952296406,0.18495288046609148,-0.10430395190252373,20,0.1581855952296406,0.18495288046609148,-0.09748827014774752
LSTM,3,16,0.001,0.05,1,256,0.001,188,25,19,0.10679644377281268,0.17278558015823364,False,789,0.30970381145438014,0.4156748265013929,0.20295250619665628,789,0.30970381145438014,0.4156748265013929,0.521860356867861,30,0.2271640464246273,0.3372692878118117,0.3303331148612745,30,0.2271640464246273,0.3372692878118117,0.04790648872453518,526,0.3503306458998089,0.44524217787463194,0.37662623584379606,526,0.3503306458998089,0.44524217787463194,0.4199826557642323,20,0.19511449124515054,0.23191563994001266,-0.7363069462956684,20,0.19511449124515054,0.23191563994001266,-0.725590589124103
LSTM,7,48,0.003,0.15,1,256,0.001,328,11,5,0.08744381554424763,0.1614220291376114,False,787,0.29569567150746623,0.4017735942548112,0.2570293088206156,787,0.29569567150746623,0.4017735942548112,0.5544202641609173,30,0.22725861032704514,0.32557666517728856,0.37596094070269825,30,0.22725861032704514,0.32557666517728856,0.1127774833657399,526,0.3892834071992921,0.47679715372065384,0.28513632113613185,526,0.3892834071992921,0.47679715372065384,0.3348559783126621,20,0.25561739017516383,0.2766015435727946,-1.46987870780965,20,0.25561739017516383,0.2766015435727946,-1.4546348003543463
LSTM,5,24,0.003,0.15,1,256,0.001,264,9,3,0.10431111299178818,0.17104031145572662,False,789,0.30307311316010166,0.41357021014613227,0.21100318637134086,789,0.30307311316010166,0.41357021014613227,0.5266898675000649,30,0.2274097440063953,0.334689939027459,0.3405368276693842,30,0.2274097440063953,0.334689939027459,0.06241353539372663,526,0.360357665508079,0.46973211007837845,0.3061646527860229,526,0.360357665508079,0.46973211007837845,0.35442176336585296,20,0.178464073510468,0.19917324033535797,-0.28064395943182086,20,0.178464073510468,0.19917324033535797,-0.27273992028243077
LSTM,5,48,0.003,0.15,2,256,0.001,282,8,2,0.11153645102273334,0.16994552314281464,False,789,0.3035150229837391,0.41224450116400385,0.21605337461091734,789,0.3035150229837391,0.41224450116400385,0.5297194174596274,30,0.2275591232463717,0.37775125011779526,0.15992694889121895,30,0.2275591232463717,0.37775125011779526,-0.194367108047105,526,0.3808317938842758,0.4885321092436136,0.24951476868257072,526,0.3808317938842758,0.4885321092436136,0.30171194909668053,20,0.17270554020181297,0.18800527323698435,-0.14105476482563284,20,0.17270554020181297,0.18800527323698435,-0.13401225979028997
LSTM,7,16,0.001,0.05,1,256,0.001,284,15,9,0.10682361274957657,0.18663856387138367,False,787,0.32078456161717445,0.43201684447635075,0.14096617979109904,787,0.32078456161717445,0.43201684447635075,0.48481404821242957,30,0.22763582258224485,0.33960278089176027,0.32103449822225505,30,0.22763582258224485,0.33960278089176027,0.03468625525873592,526,0.35120248134065946,0.4565053320347899,0.34468873686874113,526,0.35120248134065946,0.4565053320347899,0.3902664495294088,20,0.14754675685763358,0.17681102622187547,-0.009218300551431913,20,0.14754675685763358,0.17681102622187547,-0.002989480355865215
GRU,3,48,0.003,0.15,2,256,0.0001,89,13,7,0.10897817276418209,0.16215166449546814,False,789,0.2951520095141734,0.4026806137831235,0.2520058591374317,789,0.2951520095141734,0.4026806137831235,0.5512869002694569,30,0.22771064983084796,0.333019708967234,0.34710234844398313,30,0.22771064983084796,0.333019708967234,0.07174801178245382,526,0.34673868308467043,0.44836971610347304,0.36783788288189767,526,0.34673868308467043,0.44836971610347304,0.4118055436715111,20,0.1698924093130976,0.19249684525967162,-0.19622716462637935,20,0.1698924093130976,0.19249684525967162,-0.18884413964809754
GRU,3,16,0.001,0.05,1,256,0.001,44,30,26,0.11092201713472605,0.185899555683136,False,789,0.31017511452184887,0.431160703189042,0.1424586012220188,789,0.31017511452184887,0.431160703189042,0.48557075761421953,30,0.2279020804385344,0.32232364975072014,0.3883688767520953,30,0.2279020804385344,0.32232364975072014,0.13041836671105356,526,0.3635902364699899,0.45366035077086675,0.3528311998117978,526,0.36359023646998995,0.45366035077086675,0.39784259405670164,20,0.18917168668806555,0.23196475738442454,-0.7370424895387502,20,0.18917168668806555,0.23196475738442454,-0.7263215926490636
LSTM,5,24,0.003,0.15,2,256,0.001,266,10,4,0.11298876696012237,0.17542119324207306,False,789,0.3069738637582506,0.4188331088433436,0.19079461716666757,789,0.3069738637582506,0.4188331088433436,0.5145669787853333,30,0.22794112733503177,0.3480222508086194,0.28695119642683475,30,0.22794112733503177,0.3480222508086194,-0.013771405113018442,526,0.35575198788725604,0.45639734185653696,0.34499873898641753,526,0.35575198788725604,0.45639734185653696,0.3905548906145827,20,0.18516151567250488,0.20769006566537618,-0.3925085639626462,20,0.18516151567250488,0.20769006566537618,-0.3839141048045327
GRU,7,48,0.003,0.05,1,256,0.0001,179,11,5,0.08565549701452255,0.17405293881893158,False,787,0.31515356645330767,0.417196527717235,0.198893469829323,787,0.31515356645330767,0.417196527717235,0.5195546199463339,30,0.22800120153228443,0.32126420598806127,0.3923830025772804,30,0.22800120153228443,0.32126420598806127,0.13612541783813792,526,0.3907687693058651,0.47328719415246207,0.2956225709714626,526,0.3907687693058652,0.47328719415246207,0.3446128964414098,20,0.23322379001230004,0.2560164369049235,-1.1159340410073457,20,0.23322379001230004,0.2560164369049235,-1.1028746536776546
GRU,3,48,0.001,0.05,1,256,0.0001,75,15,9,0.10910350115348895,0.1719285547733307,False,789,0.30376845212003123,0.4146426947662437,0.20690577264169796,789,0.30376845212003123,0.4146426947662437,0.5242318760331981,30,0.22801203052997587,0.36982255020623234,0.19482179488911278,30,0.22801203052997587,0.36982255020623234,-0.14475564122854045,526,0.33304440035400457,0.4285517637801283,0.42248602613758945,526,0.33304440035400457,0.4285517637801284,0.4626528406563093,20,0.16383506101071832,0.19714140265447305,-0.2546486161709409,20,0.16383506101071832,0.19714140265447305,-0.24690501834431067
GRU,7,24,0.001,0.15,2,256,0.001,162,16,10,0.12834568992257117,0.16591504216194153,False,787,0.29692342337802186,0.40732669783329023,0.2363494755187573,787,0.29692342337802186,0.40732669783329023,0.542018005539906,30,0.2280695383131504,0.36180455594263844,0.22935689832788908,30,0.2280695383131504,0.36180455594263844,-0.09565563550185052,526,0.34804158602360313,0.4510889677743519,0.3601468167343652,526,0.34804158602360313,0.4510889677743519,0.4046494007316943,20,0.17623639019280674,0.20165521313653872,-0.312759999310539,20,0.17623639019280674,0.20165521313653872,-0.3046577423546655
LSTM,3,24,0.003,0.05,2,256,0.0001,213,10,4,0.1161938002333045,0.16797281801700592,False,789,0.3050037764487328,0.40984485349073774,0.22515341370476605,789,0.3050037764487328,0.4098448534907378,0.5351784264630417,30,0.22814153694113093,0.3479217176458598,0.2873630936399054,30,0.22814153694113093,0.3479217176458598,-0.01318579356109617,526,0.3375043623082538,0.43923346710717914,0.3933380309190503,526,0.3375043623082538,0.43923346710717914,0.43553212472541303,20,0.16166013414263725,0.18470786058883198,-0.10137999427158917,20,0.16166013414263725,0.18470786058883198,-0.09458235896556699
LSTM,5,16,0.003,0.05,2,256,0.0001,245,9,3,0.11752089858055115,0.16184502840042114,False,789,0.29417630538801426,0.4022996649420139,0.2534204428378085,789,0.29417630538801426,0.4022996649420139,0.5521354927949176,30,0.22836233738064762,0.36521471842486003,0.2147611545975291,30,0.22836233738064762,0.36521471842486003,-0.116407016832341,526,0.36408222112614846,0.47478821933725507,0.2911476354026983,526,0.36408222112614846,0.47478821933725507,0.34044919820214536,20,0.18862388214170933,0.2295312902497437,-0.7007881582731497,20,0.18862388214170933,0.2295312902497437,-0.690291020416212
GRU,5,48,0.003,0.15,1,256,0.001,136,8,2,0.10761580887165936,0.18145765364170074,False,789,0.3115882834708283,0.4259784747548362,0.16294872827215867,789,0.3115882834708283,0.4259784747548362,0.49786254964876464,30,0.2285647466599941,0.37575562797313705,0.16877954739800882,30,0.2285647466599941,0.37575562797313705,-0.181780997275784,526,0.3473701832465573,0.4633860992032546,0.324785241170377,526,0.3473701832465573,0.4633860992032546,0.3717472666895606,20,0.1575841942548752,0.18487294770626703,-0.10334964410150493,20,0.1575841942548752,0.18487294770626703,-0.09653985226341044
LSTM,3,48,0.001,0.15,2,256,0.0001,225,13,7,0.12296084904422362,0.17602428793907166,False,789,0.30355443999462106,0.41955247547913843,0.1880125292771999,789,0.30355443999462106,0.41955247547913843,0.5128980361928603,30,0.2288457338352998,0.3633849823894533,0.22260958230785688,30,0.2288457338352998,0.3633849823894533,-0.1052485778195329,526,0.3420059261504461,0.44664662434819635,0.3726873642176112,526,0.3420059261504461,0.4466466243481963,0.4163177375542114,20,0.15629473590254783,0.18089944931092622,-0.05643046578311295,20,0.15629473590254783,0.18089944931092622,-0.04991025561957718
LSTM,3,24,0.001,0.15,2,256,0.0001,209,20,14,0.12782273689905801,0.18235543370246887,False,789,0.31002675711345606,0.42703094467831737,0.15880739412908307,789,0.3100267571134561,0.42703094467831737,0.495378210829992,30,0.22910124002099036,0.3381420330483534,0.32686286252350405,30,0.22910124002099036,0.3381420330483534,0.04297268535661847,526,0.34176878260398996,0.4424640561258583,0.38438114058737327,526,0.34176878260398996,0.4424640561258583,0.42719819724641106,20,0.15734987542629236,0.18346369047571365,-0.08659243769083513,20,0.15734987542629236,0.18346369047571365,-0.07988607008281545
GRU,3,48,0.003,0.15,1,256,0.001,88,12,6,0.10302470779667298,0.16624705493450165,False,789,0.2920307732695296,0.40773405645445854,0.2331141439513984,789,0.2920307732695296,0.40773405645445854,0.5399539771658398,30,0.22914543506403762,0.33720324003898744,0.33059537221522406,30,0.22914543506403762,0.33720324003898744,0.04827935100953207,526,0.354133260752595,0.4592294122041808,0.3368445939050321,526,0.354133260752595,0.4592294122041808,0.38296787645619856,20,0.15482214422971008,0.18797051402213266,-0.1406328777094883,20,0.15482214422971008,0.18797051402213266,-0.133592976530009
LSTM,7,48,0.003,0.05,1,256,0.0001,323,9,3,0.08540576994419098,0.1621914654970169,False,787,0.3000168972405424,0.40273000409504844,0.25348786034011317,787,0.3000168972405424,0.40273000409504844,0.5522963611629066,30,0.22924300800164538,0.33887030284475167,0.3239602162565117,30,0.22924300800164538,0.33887030284475167,0.03884587135750772,526,0.37427927503137076,0.4582874876399831,0.33956219756420336,526,0.37427927503137076,0.4582874876399831,0.38549646740389687,20,0.22924903183579443,0.24709852696811327,-0.9710912969290559,20,0.22924903183579443,0.24709852696811327,-0.9589258682295276
LSTM,5,48,0.001,0.15,2,256,0.001,274,13,7,0.12569360807538033,0.1694810539484024,False,789,0.300222092715884,0.41168075674393717,0.2181960028529022,789,0.300222092715884,0.41168075674393717,0.5310047555492046,30,0.2292755788763364,0.36303788410162013,0.22409396954132055,30,0.2292755788763364,0.36303788410162013,-0.10313816220161232,526,0.35066831709880797,0.4513704495364839,0.3593480244417796,526,0.3506683170988079,0.4513704495364839,0.4039061654356617,20,0.1701132317215204,0.19431073880578226,-0.2188774252570247,20,0.1701132317215204,0.19431073880578226,-0.21135460455687172
LSTM,7,48,0.003,0.05,2,256,0.001,326,9,3,0.09781444035470485,0.1705961525440216,False,787,0.30420583026162246,0.41303286867656064,0.21480390895725232,787,0.30420583026162246,0.41303286867656064,0.5290965431310195,30,0.22927704495588938,0.32569533539753337,0.3755059428066828,30,0.22927704495588938,0.32569533539753337,0.11213059376427703,526,0.3493183606518539,0.45073362658405747,0.3611544966165059,526,0.3493183606518539,0.45073362658405747,0.40558699522585806,20,0.2449589122176171,0.28014984968607565,-1.5336534658354726,20,0.2449589122176171,0.28014984968607565,-1.518015945322873
LSTM,5,48,0.003,0.15,1,256,0.0001,279,8,2,0.10401025211269205,0.17297855019569397,False,789,0.3098883429751348,0.41590690189877616,0.2020622586339661,789,0.3098883429751348,0.41590690189877616,0.5213263075731411,30,0.22951266089677805,0.3421295487533013,0.3108934121939303,30,0.22951266089677805,0.3421295487533013,0.020268247710320098,526,0.3642830016941626,0.4635040120153606,0.3244415683640759,526,0.3642830016941626,0.4635040120153606,0.3714274967539961,20,0.19414266162514687,0.22257041689542295,-0.5991945683817612,20,0.19414266162514687,0.22257041689542295,-0.5893244585960644
LSTM,5,24,0.001,0.15,2,256,0.001,258,14,8,0.13117100603201173,0.1732483059167862,False,789,0.3063840607611323,0.4162310630771848,0.20081793574166573,789,0.3063840607611323,0.4162310630771848,0.5205798525522156,30,0.22960933771630124,0.36167891562377863,0.2298920327362194,30,0.22960933771630124,0.36167891562377863,-0.09489481245812792,526,0.3537335356445594,0.46193936615630754,0.3289948218708879,526,0.3537335356445594,0.46193936615630754,0.3756640658213968,20,0.1545909773647785,0.1876503555163592,-0.136750648386172,20,0.1545909773647785,0.1876503555163592,-0.1297347080369704
