model_type,sequence_window,hidden_dim,learning_rate,dropout,num_layers,batch_size,weight_decay,random_seed,epochs_ran,best_epoch,final_train_loss,best_val_loss,is_default_config,validation_delta_n,validation_delta_MAE,validation_delta_RMSE,validation_delta_R2,validation_reconstructed_level_n,validation_reconstructed_level_MAE,validation_reconstructed_level_RMSE,validation_reconstructed_level_R2,asean_validation_delta_n,asean_validation_delta_MAE,asean_validation_delta_RMSE,asean_validation_delta_R2,asean_validation_reconstructed_level_n,asean_validation_reconstructed_level_MAE,asean_validation_reconstructed_level_RMSE,asean_validation_reconstructed_level_R2,test_delta_n,test_delta_MAE,test_delta_RMSE,test_delta_R2,test_reconstructed_level_n,test_reconstructed_level_MAE,test_reconstructed_level_RMSE,test_reconstructed_level_R2,asean_test_delta_n,asean_test_delta_MAE,asean_test_delta_RMSE,asean_test_delta_R2,asean_test_reconstructed_level_n,asean_test_reconstructed_level_MAE,asean_test_reconstructed_level_RMSE,asean_test_reconstructed_level_R2
GRU,5,16,0.001,0.15,1,256,0.0001,95,27,21,0.10990394245494496,0.17198438942432404,False,789,0.3021805127450137,0.41471000604900016,0.20664825684054133,789,0.3021805127450137,0.41471000604900016,0.524077395259815,30,0.23586586749603353,0.34764402054935734,0.28850023577814055,30,0.23586586749603353,0.34764402054935734,-0.011569070866218834,526,0.36505162367762944,0.4626951116923006,0.3267974599334946,526,0.36505162367762944,0.4626951116923006,0.3736195331372586,20,0.1816628549337387,0.2031695622230544,-0.3325506243677605,20,0.1816628549337387,0.2031695622230544,-0.32432622114782106
GRU,7,24,0.003,0.15,1,256,0.0001,167,10,4,0.10180225595831871,0.16960126161575317,False,787,0.3103888557322674,0.4118267541553529,0.21938298117569033,787,0.3103888557322674,0.4118267541553529,0.5318427373129742,30,0.23592128977775575,0.33223383703150666,0.3501801754833699,30,0.23592128977775575,0.33223383703150666,0.07612388763664257,526,0.3538861324270415,0.44922384645880975,0.36542709050589794,526,0.35388613242704153,0.44922384645880975,0.4095624249009866,20,0.21763298724144703,0.24174083228602022,-0.8865418921415325,20,0.21763298724144703,0.24174083228602022,-0.8748982960720464
GRU,3,48,0.003,0.05,1,256,0.0001,83,13,7,0.09290909518798192,0.16186702251434326,False,789,0.29954143779722003,0.402327003766521,0.2533189697182018,789,0.29954143779722003,0.402327003766521,0.5520746202351599,30,0.23625710383852322,0.3676234468084792,0.20436910665682184,30,0.23625710383852322,0.3676234468084792,-0.13118182746249674,526,0.3661830083458143,0.4553989923408994,0.34786117888538526,526,0.36618300834581424,0.4553989923408994,0.39321824426162155,20,0.18268229026794433,0.2332215378979008,-0.7559160039646704,20,0.18268229026794433,0.2332215378979008,-0.7450786211494382
GRU,5,48,0.001,0.15,1,256,0.0001,127,13,7,0.11659162491559982,0.17114250361919403,False,789,0.30747982241067895,0.41369374249600976,0.21053177337032258,789,0.30747982241067895,0.4136937424960098,0.526407072251567,30,0.23645818705757457,0.363877688345769,0.22050005893513447,30,0.23645818705757457,0.363877688345769,-0.10824777571870459,526,0.3535061708545957,0.45272696436875753,0.3554915034722783,526,0.3535061708545957,0.45272696436875753,0.40031787029182075,20,0.14411762972772119,0.16518898745334828,0.11909594380393096,20,0.14411762972772119,0.16518898745334828,0.12453281803876459
GRU,3,24,0.001,0.05,1,256,0.001,60,25,19,0.10712455057849486,0.17341731488704681,False,789,0.3066604921957537,0.41643405522715904,0.20003823783667363,789,0.3066604921957537,0.41643405522715904,0.5201121207282752,30,0.23663228254318236,0.363313064035934,0.22291726209149132,30,0.23663228254318236,0.363313064035934,-0.10481113656022933,526,0.3570136201913139,0.4482966483312752,0.36804390444051827,526,0.3570136201913139,0.4482966483312752,0.4119972361747207,20,0.15697278934121137,0.19878208931895755,-0.27561885356190396,20,0.15697278934121137,0.19878208931895755,-0.2677458289917285
GRU,3,48,0.001,0.15,2,256,0.0001,81,14,8,0.13019571360200644,0.1688758134841919,False,789,0.30139106374378444,0.41094502412688744,0.22098789783510453,789,0.30139106374378444,0.41094502412688744,0.5326795813040446,30,0.23664082637031875,0.36467237931155444,0.2170915619723378,30,0.23664082637031875,0.36467237931155444,-0.1130937788786317,526,0.33971099517383957,0.4458181997535219,0.37501224139981193,526,0.33971099517383957,0.4458181997535219,0.4184809166394262,20,0.1269677847847342,0.16241657658781716,0.14841670824759923,20,0.1269677847847342,0.16241657658781716,0.15367261690777345
GRU,3,48,0.001,0.15,2,256,0.001,82,18,12,0.12036007922142744,0.16233453154563904,False,789,0.30072631625041685,0.40290758254284825,0.2511624157633999,789,0.30072631625041685,0.4029075825428483,0.5507809282703011,30,0.23697425945823392,0.3535931832792188,0.26394036765695794,30,0.23697425945823392,0.3535931832792188,-0.04648686595939444,526,0.36709602721541157,0.4697238011942666,0.3061891984637901,526,0.36709602721541157,0.46972380119426654,0.3544446018612304,20,0.14438841939456765,0.19439975364428053,-0.2199944302114285,20,0.14438841939456765,0.19439975364428053,-0.21246471543987933
LSTM,7,24,0.001,0.15,2,256,0.001,306,17,11,0.11997681967914105,0.17639245092868805,False,787,0.3073287174449109,0.41999103101282237,0.18812543892310662,787,0.3073287174449109,0.41999103101282237,0.513096738870187,30,0.23729991806298492,0.3367888698910941,0.3322395489759594,30,0.23729991806298492,0.3367888698910941,0.05061694610348966,526,0.37771132931229395,0.474155067184018,0.2930369499529565,526,0.37771132931229395,0.474155067184018,0.34220710857771286,20,0.21113978451192378,0.23766863348214484,-0.8235184666894015,20,0.21113978451192378,0.23766863348214484,-0.8122638465085172
GRU,7,16,0.001,0.15,2,256,0.0001,145,19,13,0.13069724440574645,0.1622384488582611,False,787,0.29689708632234546,0.4027883556331956,0.253271520425705,787,0.29689708632234546,0.4027883556331956,0.5521666162307607,30,0.23744736603796482,0.3588953149617749,0.24170042823037063,30,0.23744736603796482,0.3588953149617749,-0.07810632107822824,526,0.3862486126333362,0.4944217593403594,0.2313102771231158,526,0.3862486126333362,0.4944217593403594,0.28477360254664574,20,0.20332697221040724,0.2385486301532851,-0.8370470584601606,20,0.20332697221040724,0.2385486301532851,-0.8257089408183274
LSTM,5,24,0.001,0.05,2,256,0.001,254,15,9,0.11083939231254837,0.17082610726356506,False,789,0.307985820134783,0.41331115267306956,0.21199132091208595,789,0.307985820134783,0.41331115267306956,0.5272826380693868,30,0.23751495290398597,0.3408170549470272,0.31617043832612945,30,0.23751495290398597,0.3408170549470272,0.027770817197920072,526,0.37468819395693537,0.4565664290972321,0.3445133160374916,526,0.3746881939569353,0.4565664290972321,0.3901032294349561,20,0.22987845588028435,0.2558369649911955,-1.1129684687154833,20,0.22987845588028435,0.2558369649911955,-1.0999273846771342
LSTM,7,16,0.003,0.05,2,256,0.0001,293,10,4,0.11372986659407616,0.1614357829093933,False,787,0.30445683329983164,0.4017907273305504,0.25696594156742036,787,0.30445683329983164,0.4017907273305504,0.5543822610952852,30,0.23751858957807223,0.333145717316394,0.3466081667614156,30,0.23751858957807223,0.333145717316394,0.07104541294741318,526,0.37975417957503077,0.4771548507757711,0.28406332585258776,526,0.37975417957503077,0.477154850775771,0.3338576111844256,20,0.22444491042196751,0.26866732662015486,-1.330215760313203,20,0.22444491042196751,0.26866732662015486,-1.315833842169293
GRU,3,24,0.003,0.05,1,256,0.001,68,17,11,0.0985932204251488,0.17896801233291626,False,789,0.3081759576775578,0.4230461202544413,0.1744332653886661,789,0.3081759576775578,0.4230461202544413,0.5047519916470347,30,0.2376386278947194,0.36180071226470784,0.2293732722960965,30,0.2376386278947194,0.36180071226470784,-0.0956323559441632,526,0.34781071891270215,0.45178003326510024,0.35818481280802084,526,0.34781071891270215,0.45178003326510024,0.40282385661647346,20,0.2009955522537231,0.23456298599939962,-0.7761735181757681,20,0.2009955522537231,0.23456298599939962,-0.765211107491381
GRU,3,16,0.003,0.15,2,256,0.0001,57,13,7,0.12683605744192997,0.17179404199123383,False,789,0.30995771473819916,0.4144804357160964,0.20752636255500645,789,0.30995771473819916,0.4144804357160964,0.5246041607991471,30,0.2379514964918296,0.3449504524618326,0.2994830139562603,30,0.2379514964918296,0.3449504524618326,0.00404560573078705,526,0.3495088831842965,0.45440754011119355,0.3506976395678706,526,0.3495088831842965,0.45440754011119355,0.39585742557896697,20,0.13360807874053718,0.1659346408121708,0.11112529675955662,20,0.13360807874053718,0.1659346408121708,0.11661136523438242
LSTM,5,24,0.001,0.15,2,256,0.0001,257,16,10,0.12829902869733897,0.17956361174583435,False,789,0.3137238729925512,0.42374944226408484,0.17168594357756217,789,0.3137238729925512,0.42374944226408484,0.5031039048259318,30,0.2382326486587524,0.3520095493718454,0.27051876767684213,30,0.2382326486587524,0.3520095493718454,-0.03713407860720408,526,0.37766330770870576,0.4726483846177913,0.2975227252926417,526,0.3776633077087058,0.4726483846177913,0.3463808926683608,20,0.2052888510495424,0.22628411604596207,-0.6530065222549908,20,0.2052888510495424,0.22628411604596207,-0.6428042890973087
GRU,7,16,0.003,0.15,2,256,0.0001,153,16,10,0.10492729656398296,0.1603832244873047,False,787,0.2944988128133166,0.4004787324746952,0.2618105791493943,787,0.2944988128133166,0.4004787324746952,0.5572877220503942,30,0.2382755332708359,0.3244570606543556,0.380245496141693,30,0.2382755332708359,0.3244570606543556,0.11886901562259011,526,0.3926240069249737,0.4941977613334031,0.23200662981553244,526,0.3926240069249737,0.4941977613334031,0.2854215230439955,20,0.20605062673091884,0.22647801266992507,-0.655840567425922,20,0.20605062673091884,0.22647801266992507,-0.6456208427524932
GRU,3,16,0.001,0.15,1,256,0.001,48,30,30,0.11313043255358934,0.16777679324150085,False,789,0.3022380330979102,0.4096056616713696,0.22605757478115418,789,0.3022380330979102,0.4096056616713696,0.5357208223149317,30,0.2385864430507024,0.3458909742332648,0.29565782883233516,30,0.2385864430507024,0.3458909742332648,-0.0013928204729547478,526,0.39020468813833026,0.47840403339377746,0.28030980087168345,526,0.3902046881383303,0.47840403339377746,0.3303651485301884,20,0.23879680246710783,0.26639055928270367,-1.2908892102770082,20,0.23879680246710783,0.26639055928270367,-1.276750012671314
LSTM,3,48,0.001,0.05,1,256,0.001,220,10,4,0.12150061720361312,0.1750100702047348,False,789,0.3123850345869179,0.4183420427282627,0.19269103071465454,789,0.3123850345869179,0.4183420427282627,0.5157046155059993,30,0.23860285370846587,0.34531993721192544,0.29798152896681873,30,0.23860285370846587,0.34531993721192544,0.001910881515734042,526,0.34720433272676327,0.4514621735400797,0.35908762133002314,526,0.34720433272676327,0.4514621735400797,0.403663873683913,20,0.19936272614598274,0.2160758384017428,-0.5072276099172013,20,0.19936272614598274,0.2160758384017428,-0.4979251133504641
LSTM,3,24,0.003,0.15,2,256,0.001,218,13,7,0.12140132455776136,0.1648338884115219,False,789,0.2980243516766451,0.40599740398394624,0.23963299079454425,789,0.2980243516766451,0.40599740398394624,0.5438645585646239,30,0.23904416145732008,0.34942219654319145,0.28120307339306805,30,0.23904416145732008,0.34942219654319145,-0.02194375283382377,526,0.3522257949112713,0.45076056942416437,0.3610781196804488,526,0.3522257949112712,0.45076056942416437,0.4055159304006122,20,0.18856771284788845,0.21781495351879754,-0.5315874925343509,20,0.18856771284788845,0.21781495351879754,-0.5221346485861558
GRU,7,48,0.003,0.15,2,256,0.0001,185,9,3,0.10814476311206818,0.16161930561065674,False,787,0.3058736775914702,0.4020190596638551,0.2561211888335422,787,0.3058736775914702,0.4020190596638551,0.5538756398994837,30,0.23912232707142828,0.31783191821701473,0.4052968338966,30,0.23912232707142828,0.31783191821701473,0.15448555371716233,526,0.4104054523730233,0.49575900196206685,0.22714656574079573,526,0.4104054523730233,0.4957590019620668,0.2808994824649217,20,0.32850622327327733,0.3493050789557117,-2.9389115468014664,20,0.32850622327327733,0.3493050789557117,-2.914600878061252
LSTM,5,16,0.003,0.15,2,256,0.0001,249,12,6,0.1109357862309976,0.1771911382675171,False,789,0.30536348356301835,0.42094077345751446,0.18262990987106964,789,0.30536348356301835,0.42094077345751446,0.5096690645920812,30,0.23944225346744064,0.35310476645982175,0.26597239559678754,30,0.23944225346744064,0.35310476645982175,-0.04359784656904275,526,0.3472505104966363,0.4443412791855813,0.3791463404980353,526,0.3472505104966363,0.4443412791855813,0.42232748400820985,20,0.16182799133807418,0.18918794350873136,-0.15545580897388778,20,0.16182799133807418,0.18918794350873136,-0.14832442176649274
LSTM,5,24,0.003,0.05,2,256,0.001,262,9,3,0.10402078926563263,0.1804077923297882,False,789,0.3106827188344963,0.4247443730816216,0.1677917430038356,789,0.3106827188344963,0.4247443730816216,0.5007678185988469,30,0.2394828607678413,0.3405742154350475,0.31714457781626515,30,0.2394828607678413,0.3405742154350475,0.02915579218805009,526,0.35477241031989853,0.44992508186609603,0.3634444161423488,526,0.35477241031989853,0.44992508186609603,0.40771764800315435,20,0.18183328073024746,0.20967018163967321,-0.41918747727823646,20,0.18183328073024746,0.20967018163967321,-0.41042835785388987
GRU,3,24,0.001,0.15,1,256,0.0001,63,14,8,0.13073220600684485,0.17750203609466553,False,789,0.31142193683876135,0.42130989425823673,0.18119578609681386,789,0.31142193683876135,0.42130989425823673,0.5088087502005787,30,0.23974815948903563,0.3608372094452246,0.23347228222846528,30,0.23974815948903563,0.3608372094452246,-0.08980462151997459,526,0.3565403641437113,0.4641173757073147,0.322652426651182,526,0.3565403641437113,0.4641173757073147,0.36976279207047635,20,0.13706247055828572,0.17090745086813813,0.057050530106163344,20,0.13706247055828572,0.17090745086813813,0.06287034401388236
GRU,7,24,0.003,0.05,1,256,0.001,164,8,2,0.10081220865249634,0.1722649186849594,False,787,0.31180368095284194,0.41504808703460006,0.20712315578109108,787,0.31180368095284194,0.41504808703460006,0.5244901864982343,30,0.23977755307753876,0.34308150124660197,0.30705329157157957,30,0.23977755307753876,0.34308150124660197,0.014808587081740932,526,0.36197992011995367,0.45737107194624205,0.3422008488597734,526,0.36197992011995367,0.45737107194624205,0.3879515972229909,20,0.2199606652408838,0.23868044389882878,-0.8390777970537244,20,0.2199606652408838,0.23868044389882878,-0.8277271458445188
GRU,5,24,0.001,0.15,2,256,0.0001,113,19,13,0.12673362175172026,0.18869556486606598,False,789,0.31897280017572666,0.43439103426440145,0.12956076612798917,789,0.31897280017572666,0.43439103426440145,0.47783349438087197,30,0.239783030205965,0.3549766733028385,0.2581691967274766,30,0.239783030205965,0.3549766733028385,-0.05469198184067703,526,0.38317498559122304,0.4754752779459831,0.28909461268084236,526,0.38317498559122304,0.4754752779459831,0.3385389657617436,20,0.1786770438373089,0.21097803143529306,-0.4369474929512971,20,0.1786770438373089,0.21097803143529306,-0.4280787600327862
GRU,7,24,0.003,0.15,1,256,0.001,168,11,5,0.09592285118997097,0.17041240632534027,False,787,0.30375570138402785,0.41281036736152044,0.21564965329667596,787,0.30375570138402785,0.41281036736152044,0.5296037590196431,30,0.2400503204385439,0.3654495735455278,0.2137509178779523,30,0.2400503204385439,0.3654495735455278,-0.11784331276828519,526,0.3628722255574433,0.46101515202575677,0.3316771310009874,526,0.3628722255574433,0.46101515202575677,0.3781598170183782,20,0.23572563418149955,0.2519344487249396,-1.048998020015575,20,0.23572563418149955,0.2519344487249396,-1.0363517568227896
GRU,5,48,0.003,0.05,2,256,0.0001,133,8,2,0.10250252315943892,0.17142507433891296,False,789,0.30031401099655564,0.41403510544143163,0.20922836285377988,789,0.30031401099655564,0.41403510544143163,0.5256251712430581,30,0.24016181462804478,0.35643539072663094,0.2520598098368768,30,0.24016181462804478,0.35643539072663094,-0.06337795354615627,526,0.3349105217795635,0.44395009624171095,0.38023901618461764,526,0.3349105217795635,0.44395009624171095,0.4233441627429979,20,0.18672433496415614,0.22279546250698073,-0.6024301616083256,20,0.18672433496415614,0.22279546250698073,-0.5925400819821858
LSTM,7,48,0.001,0.15,2,256,0.0001,321,16,10,0.10699167475104332,0.15736986696720123,False,787,0.29294476288920585,0.3966986950974501,0.2756800530824407,787,0.29294476288920585,0.3966986950974501,0.5656056228837418,30,0.240175271042188,0.34679938792331655,0.2919533420615701,30,0.240175271042188,0.34679938792331655,-0.006659644763244321,526,0.403315182286297,0.4926873927860342,0.23669374333858695,526,0.403315182286297,0.4926873927860342,0.2897826419971705,20,0.24088082217872148,0.2629632795004369,-1.2323209864748619,20,0.24088082217872148,0.2629632795004369,-1.21854326758496
LSTM,3,48,0.003,0.05,1,256,0.0001,227,11,5,0.09278263834615548,0.17098043859004974,False,789,0.3001139030560795,0.4134978143519377,0.21127939123369888,789,0.3001139030560795,0.4134978143519377,0.5268555596267525,30,0.2402911226153374,0.33874512021438125,0.3244595979154482,30,0.2402911226153374,0.33874512021438125,0.03955586321715432,526,0.3620440333331493,0.455941668600955,0.346306010230754,526,0.3620440333331493,0.455941668600955,0.3917712395194203,20,0.18534149826467036,0.22450440868072882,-0.6271072311333097,20,0.18534149826467036,0.22450440868072882,-0.6170648464717374
GRU,7,48,0.003,0.15,1,256,0.001,184,14,8,0.07932302802801132,0.17016838490962982,False,787,0.3023192097641613,0.4125147095787523,0.21677276578983184,787,0.3023192097641613,0.4125147095787523,0.5302773201357935,30,0.2403090134461721,0.32515472559959796,0.3775773720114568,30,0.2403090134461721,0.32515472559959796,0.11507563158636258,526,0.3792706533761645,0.46971531817298956,0.30621425812068126,526,0.3792706533761645,0.46971531817298956,0.35446791858784477,20,0.21254351766854523,0.23303355124055866,-0.7530864561432424,20,0.21254351766854523,0.23303355124055866,-0.7422665370864505
GRU,5,24,0.003,0.15,1,256,0.001,120,11,5,0.10182072459296747,0.18386118113994598,False,789,0.31406641553865483,0.4287903579855693,0.15186150707399393,789,0.31406641553865483,0.4287903579855693,0.49121145290957136,30,0.24061571909785273,0.3429403721521327,0.3076232717470605,30,0.24061571909785273,0.3429403721521327,0.015618951814825421,526,0.33742403541465676,0.4338651501039782,0.408076669767483,526,0.33742403541465676,0.4338651501039782,0.44924567292725226,20,0.16388075167238714,0.19836611603694057,-0.2702856953362265,20,0.16388075167238714,0.19836611603694057,-0.262445586621465
GRU,3,24,0.003,0.15,2,256,0.001,74,16,10,0.11149645006905,0.16655761003494263,False,789,0.2975707560087943,0.40811469623490043,0.23168162432672734,789,0.2975707560087943,0.40811469623490043,0.5390946250852611,30,0.240767935949564,0.3430281908725579,0.30726862453468906,30,0.240767935949564,0.3430281908725579,0.015114734991231282,526,0.3482226391705497,0.45551791542158204,0.3475205348118029,526,0.3482226391705497,0.45551791542158204,0.3929012924066517,20,0.15849037752151485,0.18383052735664815,-0.09094207966656609,20,0.15849037752151485,0.18383052735664815,-0.08420886639218561
GRU,5,16,0.003,0.05,2,256,0.001,102,10,4,0.1194011474197561,0.1793803572654724,False,789,0.31128938259817046,0.4235331732537629,0.17253122113951247,789,0.31128938259817046,0.4235331732537629,0.5036109771333673,30,0.24077484117746353,0.36900782407989574,0.19836553298595094,30,0.24077484117746353,0.36900782407989574,-0.13971736007333546,526,0.344667714081393,0.4625989058614015,0.3270773819593005,526,0.344667714081393,0.4625989058614015,0.37387998623832996,20,0.12050622332096103,0.14379414232690968,0.33250377022544686,20,0.12050622332096103,0.14379414232690968,0.3366235072478658
GRU,5,24,0.003,0.15,2,256,0.001,122,10,4,0.11956347152590752,0.18753351271152496,False,789,0.3178640745116353,0.43305138184322206,0.13492131845731226,789,0.3178640745116353,0.43305138184322206,0.4810492281955574,30,0.24078327374656996,0.36722852300516007,0.20607762012271202,30,0.24078327374656996,0.36722852300516007,-0.128752762175113,526,0.35529763864604014,0.4647723302238679,0.3207393550941755,526,0.35529763864604014,0.4647723302238679,0.36798277701750115,20,0.14124077611267566,0.16647030528800427,0.1053771645220335,20,0.14124077611267566,0.16647030528800427,0.11089871004097185
LSTM,7,16,0.001,0.05,2,256,0.0001,285,17,11,0.11531813628971577,0.17980292439460754,False,787,0.3181889473754235,0.42403174637220303,0.17242827017986895,787,0.3181889473754235,0.42403174637220303,0.5036827197371705,30,0.24086232608358063,0.34634005663773004,0.29382769716625035,30,0.24086232608358063,0.34634005663773004,-0.003994795458918121,526,0.3713697900808356,0.4745659728463711,0.2918111020695502,526,0.3713697900808356,0.4745659728463711,0.3410665199378736,20,0.14498775657415391,0.18219465470343743,-0.07161230082250936,20,0.14498775657415391,0.18219465470343743,-0.06499838950368586
GRU,7,24,0.003,0.15,2,256,0.001,170,10,4,0.11279690042138099,0.15539461374282837,False,787,0.29584597794730283,0.394201245712154,0.28477137717230927,787,0.29584597794730283,0.394201245712154,0.5710579372677194,30,0.24089473020633062,0.32950066180417403,0.3608278921238188,30,0.24089473020633062,0.32950066180417403,0.09126219318563378,526,0.38115341399129865,0.48416600493552514,0.26286928319187786,526,0.38115341399129865,0.48416600493552514,0.3141376405271359,20,0.19669224862968548,0.22324757156861488,-0.6089402427328001,20,0.19669224862968548,0.22324757156861488,-0.599009983370759
GRU,7,24,0.003,0.05,2,256,0.0001,165,13,7,0.09056151881814004,0.17597337067127228,False,787,0.31692139344619824,0.4194918001634507,0.19005439409189018,787,0.31692139344619824,0.4194918001634507,0.5142535857616677,30,0.24102050819595655,0.3185708579138535,0.4025283226242655,30,0.24102050819595655,0.3185708579138535,0.15054944506855183,526,0.38409469875070085,0.4795510459799906,0.2768546322148502,526,0.3840946987507008,0.47955104597999065,0.3271502911469364,20,0.24108549239039423,0.2724935009681808,-1.397059006899838,20,0.24108549239039423,0.2724935009681808,-1.3822645372157423
LSTM,3,48,0.001,0.15,2,256,0.001,226,18,12,0.11941306634495656,0.16130155324935913,False,789,0.2935938415632917,0.40162365221337715,0.2559273961771342,789,0.2935938415632917,0.40162365221337715,0.5536393853287167,30,0.24107808811118206,0.37359458356651243,0.17831307784708827,30,0.24107808811118206,0.37359458356651243,-0.16822677698873,526,0.36507573251107517,0.46563337618893735,0.31822020163198683,526,0.36507573251107517,0.46563337618893735,0.3656388338089851,20,0.13375702659040692,0.1698423766547466,0.06876659968652765,20,0.13375702659040692,0.1698423766547466,0.07451410288528015
LSTM,3,16,0.003,0.15,2,256,0.0001,201,22,16,0.10203544547160466,0.1696072369813919,False,789,0.2975210830883155,0.4118339933187847,0.21761388546688842,789,0.2975210830883155,0.4118339933187847,0.5306555500107974,30,0.2412202687829733,0.3745069698615463,0.17429475763139402,30,0.24122026878297326,0.3745069698615463,-0.17393979145680682,526,0.3572961770910557,0.4713508708299191,0.3013743109136531,526,0.3572961770910557,0.4713508708299191,0.3499645957233323,20,0.151215790528059,0.17831189729268637,-0.026424641388194336,20,0.151215790528059,0.17831189729268637,-0.020089624938321338
LSTM,3,16,0.003,0.15,2,256,0.001,202,13,7,0.11886196893950303,0.1466919481754303,False,789,0.2870556732201984,0.3830038750857625,0.32332039332139506,789,0.2870556732201985,0.3830038750857625,0.5940676707880931,30,0.24128461961150166,0.36484649604195984,0.2163437674680868,30,0.24128461961150166,0.36484649604195984,-0.11415694970440327,526,0.35308340503955293,0.45297872275292106,0.3547744905863822,526,0.35308340503955293,0.45297872275292106,0.39965072654312084,20,0.2039518443614244,0.22654883362752162,-0.6568763107940943,20,0.2039518443614244,0.22654883362752162,-0.646650193589728
LSTM,3,24,0.001,0.15,1,256,0.001,208,28,22,0.10226088886459668,0.16527827084064484,False,789,0.301421006906924,0.40654431261010837,0.2375830694720833,789,0.301421006906924,0.40654431261010837,0.542634834291992,30,0.24161594029267627,0.3747095702363553,0.17340113772712462,30,0.24161594029267627,0.3747095702363553,-0.1752102883729343,526,0.3636409352650661,0.47514154950504156,0.2900922085467874,526,0.3636409352650661,0.47514154950504156,0.3394671775955689,20,0.1491190511316061,0.17700376176570107,-0.01141972721201312,20,0.1491190511316061,0.17700376176570107,-0.005177319975035122
LSTM,7,24,0.003,0.15,1,256,0.0001,311,13,7,0.08376352153718472,0.18526294827461243,False,787,0.3176106230167168,0.43042181628206294,0.14729766333185768,787,0.3176106230167168,0.43042181628206294,0.4886112111383082,30,0.24162072369853654,0.30412957710033933,0.4554690756910833,30,0.24162072369853654,0.30412957710033933,0.22581753521237347,526,0.3921068324221178,0.48248863915294776,0.2679679313602289,526,0.3921068324221178,0.48248863915294776,0.3188816713796413,20,0.2626465896233917,0.2837763846974558,-1.599674238227771,20,0.2626465896233917,0.2837763846974558,-1.5836292424244647
GRU,5,24,0.001,0.05,2,256,0.0001,109,12,6,0.13387758217074655,0.16214431822299957,False,789,0.30166357550539635,0.40267147298763456,0.2520398174837344,789,0.30166357550539635,0.40267147298763456,0.5513072714916347,30,0.24197717874348165,0.3725526127281829,0.18289012417771922,30,0.24197717874348165,0.3725526127281829,-0.161719398157689,526,0.354660408705048,0.4667474390407348,0.31495388001390456,526,0.354660408705048,0.4667474390407348,0.3625996889182719,20,0.1386601924493909,0.16845792585928313,0.08388640986319995,20,0.1386601924493909,0.16845792585928313,0.08954059471949849
GRU,3,24,0.003,0.05,2,256,0.001,70,11,5,0.11836767289787531,0.17641699314117432,False,789,0.3126266929246249,0.42002022194461697,0.18620099909756704,789,0.3126266929246249,0.42002022194461697,0.5118113200305905,30,0.2422370800236861,0.3571921065933648,0.24888066987110147,30,0.2422370800236861,0.3571921065933648,-0.06789787023910154,526,0.35007167853205373,0.44988050752871667,0.363570537752291,526,0.35007167853205373,0.44988050752871667,0.4078349976984026,20,0.14902053733468057,0.18768469229265367,-0.1371666979452817,20,0.14902053733468057,0.18768469229265367,-0.13014818976918408
GRU,5,48,0.003,0.15,2,256,0.001,138,9,3,0.11240009760314768,0.17007207870483398,False,789,0.3028034614397092,0.4123979744631493,0.21546955956693736,789,0.3028034614397092,0.4123979744631493,0.5293691935156918,30,0.24224768045643966,0.3705210859680281,0.1917772160460276,30,0.24224768045643966,0.3705210859680281,-0.14908424672688092,526,0.34133816263844535,0.4466136661085322,0.37277994012104165,526,0.34133816263844535,0.4466136661085322,0.4164038746885206,20,0.1447737928897142,0.17349042327492276,0.02833302835207885,20,0.1447737928897142,0.17349042327492276,0.034330084542061545
LSTM,7,24,0.001,0.05,1,256,0.0001,299,20,14,0.09669305495917797,0.17726854979991913,False,787,0.30702367021425553,0.4210326986741477,0.1840931993007,787,0.30702367021425553,0.4210326986741477,0.5106784950725216,30,0.2422905318299929,0.3575401782336211,0.24741607579812164,30,0.2422905318299929,0.3575401782336211,-0.06998014509019823,526,0.3559147442727714,0.447712209941215,0.36969057591581345,526,0.3559147442727714,0.447712209941215,0.41352937960270475,20,0.17729456462860108,0.2041419184819532,-0.3453361472270766,20,0.17729456462860108,0.2041419184819532,-0.3370328327121741
LSTM,5,16,0.001,0.15,2,256,0.001,242,17,11,0.14439661563797432,0.17804421484470367,False,789,0.31114305739578785,0.4219528558846904,0.1786947225721388,789,0.31114305739578785,0.4219528558846904,0.5073083908989859,30,0.24234434692263596,0.3623020701973284,0.2272360320694944,30,0.24234434692263596,0.3623020701973284,-0.0986709600575546,526,0.3665246143130437,0.4769993144519028,0.2845299920067549,526,0.3665246143130437,0.4769993144519028,0.33429182012767655,20,0.19413917424120009,0.23316383351528297,-0.7550472032964437,20,0.19413917424120009,0.23316383351528297,-0.7442151826542371
GRU,7,24,0.003,0.05,1,256,0.0001,163,9,3,0.10319783538579941,0.18247534334659576,False,787,0.3173944516740124,0.4271713209923676,0.16012804984311257,787,0.3173944516740124,0.4271713209923676,0.4963059429766843,30,0.24278090152740478,0.37036525652334384,0.19245689894749696,30,0.24278090152740478,0.37036525652334384,-0.1481179130248942,526,0.3385531913961068,0.438792582341069,0.39455530511868464,526,0.3385531913961068,0.438792582341069,0.4366647359918405,20,0.10291223973035812,0.13615099979894849,0.40157724777613857,20,0.10291223973035812,0.13615099979894849,0.40527066843894455
